month,store,expense-category,val-in-rep-cur-,store_id
2025-06,3110.0,Maintenance & Consummables,-2800,
2025-06,3110.0,Marketing Expenses,7552.83,
2025-06,3110.0,Office expense incl brokerage exp,3017,
2025-06,3110.0,Packaging,8838.81,
2025-06,3110.0,Power & Fuel,8691,
2025-06,3110.0,Printing & Stationery,4066.03,
2025-06,3110.0,Rent + CAM,55248,
2025-06,3110.0,Staff Welfare,1370,
2025-06,3111.0,Central,3032.2,
2025-06,3111.0,Finance,1665,
2025-06,3111.0,Home Delivery Charges,-3194,
2025-06,3111.0,Housekeeping,4157.55,
2025-06,3111.0,Internet,2948.2,
2025-06,3111.0,Maintenance & Consummables,-1037,
2025-06,3111.0,Marketing Expenses,5425.19,
2025-06,3111.0,Office expense incl brokerage exp,2836,
2025-06,3111.0,Packaging,3461.77,
2025-06,3111.0,Power & Fuel,7000,
2025-06,3111.0,Printing & Stationery,4588.95,
2025-06,3111.0,Rent + CAM,45000,
2025-06,3112.0,Central,7666.2,
2025-06,3112.0,Finance,2872,
2025-06,3112.0,Housekeeping,1900,
2025-06,3112.0,Internet,3228,
2025-06,3112.0,Maintenance & Consummables,-1200.5,
2025-06,3112.0,Marketing Expenses,6652.54,
2025-06,3112.0,Office expense incl brokerage exp,700,
2025-06,3112.0,Packaging,3247.36,
2025-06,3112.0,Power & Fuel,11662.98,
2025-06,3112.0,Printing & Stationery,3235,
2025-06,3112.0,Rent + CAM,60000,
2025-06,3113.0,Central,2645.2,
2025-06,3113.0,Finance,874,
2025-06,3113.0,Housekeeping,1900,
2025-06,3113.0,Internet,3264,
2025-06,3113.0,Inventory Shrinkage,834.83,
2025-06,3113.0,Logistic Costs,6872,
2025-06,3113.0,Maintenance & Consummables,-700,
2025-06,3113.0,Marketing Expenses,6489.73,
2025-06,3113.0,Office expense incl brokerage exp,700,
2025-06,3113.0,Packaging,799.86,
2025-06,3113.0,Power & Fuel,7000,
2025-06,3113.0,Printing & Stationery,1090,
2025-06,3113.0,Rent + CAM,26000,
2025-06,3115.0,Central,1259.2,
2025-06,3115.0,Finance,2028,
2025-06,3115.0,Home Delivery Charges,-6986.79,
2025-06,3115.0,Housekeeping,3537.55,
2025-06,3115.0,Internet,3360,
2025-06,3115.0,Inventory Shrinkage,691.77,
2025-06,3115.0,Logistic Costs,9642.85,
2025-06,3115.0,Maintenance & Consummables,-1037,
2025-06,3115.0,Marketing Expenses,4709.33,
2025-06,3115.0,Office expense incl brokerage exp,3286,
2025-06,3115.0,Packaging,3461.77,
2025-06,3115.0,Power & Fuel,8222,
2025-06,3115.0,Printing & Stationery,1265,
2025-06,3115.0,Rent + CAM,59060,
2025-06,3115.0,Staff Welfare,1500,
2025-06,3116.0,Central,1799.2,
2025-06,3116.0,Finance,6052,
2025-06,3116.0,Home Delivery Charges,-1463,
2025-06,3116.0,Housekeeping,3850,
2025-06,3116.0,Internet,4826.2,
2025-06,3116.0,Marketing Expenses,13616.97,
2025-06,3116.0,Office expense incl brokerage exp,2131,
2025-06,3116.0,Packaging,-1390,
2025-06,3116.0,Power & Fuel,10561,
2025-06,3116.0,Printing & Stationery,9106,
2025-06,3116.0,Rent + CAM,70000,
2025-06,3116.0,Staff Welfare,2100,
2025-06,3119.0,Central,1259.2,
2025-06,3119.0,Finance,1644,
2025-06,3119.0,Housekeeping,1900,
2025-06,3119.0,Internet,3264,
2025-06,3119.0,Maintenance & Consummables,-1200.5,
2025-06,3119.0,Marketing Expenses,2277.04,
2025-06,3119.0,Office expense incl brokerage exp,700,
2025-06,3119.0,Packaging,2527.36,
2025-06,3119.0,Power & Fuel,6000,
2025-06,3119.0,Printing & Stationery,5646,
2025-06,3119.0,Rent + CAM,40000,
2025-06,3120.0,Central,4241.2,
2025-06,3120.0,Finance,3444,
2025-06,3120.0,Housekeeping,1900,
2025-06,3120.0,Internet,3264,
2025-06,3120.0,Inventory Shrinkage,2168.13,
2025-06,3120.0,Logistic Costs,7781.18,
2025-06,3120.0,Maintenance & Consummables,-362.5,
2025-06,3120.0,Marketing Expenses,2440.4,
2025-06,3120.0,Office expense incl brokerage exp,700,
2025-06,3120.0,Packaging,1637.36,
2025-06,3120.0,Power & Fuel,6000,
2025-06,3120.0,Printing & Stationery,4263,
2025-06,3120.0,Rent + CAM,45000,
2025-06,3120.0,Water,512,
2025-06,3121.0,Central,6872.9,
2025-06,3121.0,Finance,4079,
2025-06,3121.0,Housekeeping,2100,
2025-06,3121.0,Internet,2948.2,
2025-06,3121.0,Inventory Shrinkage,793.35,
2025-06,3121.0,Logistic Costs,9562.02,
2025-06,3121.0,Maintenance & Consummables,-1342.5,
2025-06,3121.0,Marketing Expenses,4921.88,
2025-06,3121.0,Office expense incl brokerage exp,23284,
2025-06,3121.0,Packaging,7832.24,
2025-06,3121.0,Power & Fuel,12139,
2025-06,3121.0,Printing & Stationery,1090,
2025-06,3121.0,Rent + CAM,80000,
2025-06,3121.0,Staff Welfare,2000,
2025-06,3123.0,Central,2310,
2025-06,3123.0,Logistic Costs,9702.79,
2025-06,3125.0,Central,4536.2,
2025-06,3125.0,Finance,3220,
2025-06,3125.0,Housekeeping,1600,
2025-06,3125.0,Internet,3105.9,
2025-06,3125.0,Inventory Shrinkage,1135.14,
2025-06,3125.0,Logistic Costs,9562.02,
2025-06,3125.0,Maintenance & Consummables,-1342.5,
2025-06,3125.0,Marketing Expenses,4921.88,
2025-06,3125.0,Office expense incl brokerage exp,1880,
2025-06,3125.0,Packaging,6372.24,
2025-06,3125.0,Power & Fuel,11741,
2025-06,3125.0,Printing & Stationery,2967,
2025-06,3125.0,Rent + CAM,64000,
2025-06,3125.0,Staff Welfare,1980,
2025-06,3126.0,Central,6771.3,
2025-06,3126.0,Finance,3304,
2025-06,3126.0,Housekeeping,6150,
2025-06,3126.0,Internet,2948.2,
2025-06,3126.0,Inventory Shrinkage,1181.25,
2025-06,3126.0,Logistic Costs,9562.02,
2025-06,3126.0,Maintenance & Consummables,-1342.5,
2025-06,3126.0,Marketing Expenses,16450.85,
2025-06,3126.0,Office expense incl brokerage exp,10285,
2025-06,3126.0,Packaging,6197.24,
2025-06,3126.0,Power & Fuel,12459,
2025-06,3126.0,Printing & Stationery,3321,
2025-06,3126.0,Rent + CAM,48000,
2025-06,3126.0,Staff Welfare,6250,
2025-06,3128.0,Central,8602.2,
2025-06,3128.0,Finance,3407,
2025-06,3128.0,Housekeeping,3280,
2025-06,3128.0,Internet,3264,
2025-06,3128.0,Logistic Costs,9562.02,
2025-06,3128.0,Maintenance & Consummables,-1342.5,
2025-06,3128.0,Marketing Expenses,4921.88,
2025-06,3128.0,Office expense incl brokerage exp,3340,
2025-06,3128.0,Packaging,8597.24,
2025-06,3128.0,Power & Fuel,12732,
2025-06,3128.0,Printing & Stationery,2819,
2025-06,3128.0,Rent + CAM,55000,
2025-06,3128.0,Staff Welfare,2100,
2025-06,3128.0,Water,1000,
2025-06,3129.0,Central,7051.7,
2025-06,3129.0,Finance,3064,
2025-06,3129.0,Housekeeping,600,
2025-06,3129.0,Internet,3264,
2025-06,3129.0,Inventory Shrinkage,284.46,
2025-06,3129.0,Logistic Costs,9562.02,
2025-06,3129.0,Maintenance & Consummables,-1332.5,
2025-06,3129.0,Marketing Expenses,4921.88,
2025-06,3129.0,Office expense incl brokerage exp,1680,
2025-06,3129.0,Packaging,6082.24,
2025-06,3129.0,Power & Fuel,11615,
2025-06,3129.0,Printing & Stationery,2280,
2025-06,3129.0,Rent + CAM,47000,
2025-06,3132.0,Finance,300,
2025-06,3133.0,Central,5874.2,
2025-06,3133.0,Finance,5780,
2025-06,3133.0,Home Delivery Charges,-6126,
2025-06,3133.0,Housekeeping,4257.55,
2025-06,3133.0,Internet,-324.9,
2025-06,3133.0,Logistic Costs,9642.85,
2025-06,3133.0,Maintenance & Consummables,-1037,
2025-06,3133.0,Marketing Expenses,16965.41,
2025-06,3133.0,Office expense incl brokerage exp,4853,
2025-06,3133.0,Packaging,2592.77,
2025-06,3133.0,Power & Fuel,17834,
2025-06,3133.0,Printing & Stationery,4529.25,
2025-06,3133.0,Rent + CAM,127280,
2025-06,3133.0,Staff Welfare,4350,
2025-06,3135.0,Logistic Costs,7650,
2025-06,3136.0,Central,4495.7,
2025-06,3136.0,Finance,3859,
2025-06,3136.0,Housekeeping,600,
2025-06,3136.0,Internet,3264,
2025-06,3136.0,Inventory Shrinkage,833.4,
2025-06,3136.0,Logistic Costs,9562.02,
2025-06,3136.0,Maintenance & Consummables,-1342.5,
2025-06,3136.0,Marketing Expenses,4675.78,
2025-06,3136.0,Office expense incl brokerage exp,1680,
2025-06,3136.0,Packaging,6547.24,
2025-06,3136.0,Power & Fuel,11331,
2025-06,3136.0,Printing & Stationery,4789,
2025-06,3136.0,Rent + CAM,40000,
2025-06,3137.0,Central,3029.2,
2025-06,3137.0,Finance,1694,
2025-06,3137.0,Housekeeping,1900,
2025-06,3137.0,Internet,3237,
2025-06,3137.0,Inventory Shrinkage,1834.47,
2025-06,3137.0,Logistic Costs,6872,
2025-06,3137.0,Maintenance & Consummables,10446.1,
2025-06,3137.0,Marketing Expenses,4476.94,
2025-06,3137.0,Office expense incl brokerage exp,700,
2025-06,3137.0,Packaging,847.36,
2025-06,3137.0,Power & Fuel,7000,
2025-06,3137.0,Printing & Stationery,6169,
2025-06,3137.0,Rent + CAM,40000,
2025-06,3139.0,Central,4241.2,
2025-06,3139.0,Finance,3386,
2025-06,3139.0,Housekeeping,600,
2025-06,3139.0,Internet,3264,
2025-06,3139.0,Logistic Costs,9562.02,
2025-06,3139.0,Maintenance & Consummables,-7442.5,
2025-06,3139.0,Marketing Expenses,4922.35,
2025-06,3139.0,Office expense incl brokerage exp,1680,
2025-06,3139.0,Packaging,6267.24,
2025-06,3139.0,Power & Fuel,13094,
2025-06,3139.0,Printing & Stationery,3023,
2025-06,3139.0,Rent + CAM,32000,
2025-06,3140.0,Central,8148.7,
2025-06,3140.0,Finance,3193,
2025-06,3140.0,Housekeeping,2500,
2025-06,3140.0,Internet,2948.2,
2025-06,3140.0,Inventory Shrinkage,954.56,
2025-06,3140.0,Logistic Costs,9562.02,
2025-06,3140.0,Maintenance & Consummables,-1342.5,
2025-06,3140.0,Marketing Expenses,8331.88,
2025-06,3140.0,Office expense incl brokerage exp,2592,
2025-06,3140.0,Packaging,7707.24,
2025-06,3140.0,Power & Fuel,13201,
2025-06,3140.0,Printing & Stationery,4007,
2025-06,3140.0,Rent + CAM,36000,
2025-06,3140.0,Staff Welfare,1920,
2025-06,3141.0,Central,1259.2,
2025-06,3141.0,Finance,4342,
2025-06,3141.0,Home Delivery Charges,-1213,
2025-06,3141.0,Housekeeping,657.6,
2025-06,3141.0,Internet,2948.2,
2025-06,3141.0,Logistic Costs,9642.85,
2025-06,3141.0,Maintenance & Consummables,-1037,
2025-06,3141.0,Marketing Expenses,11916.07,
2025-06,3141.0,Office expense incl brokerage exp,1036,
2025-06,3141.0,Packaging,5588.21,
2025-06,3141.0,Power & Fuel,13552,
2025-06,3141.0,Printing & Stationery,5630.5,
2025-06,3141.0,Rent + CAM,154451,
2025-06,3142.0,Central,2813.2,
2025-06,3142.0,Finance,2038,
2025-06,3142.0,Housekeeping,4400,
2025-06,3142.0,Internet,3246,
2025-06,3142.0,Logistic Costs,5658,
2025-06,3142.0,Maintenance & Consummables,-2550.5,
2025-06,3142.0,Marketing Expenses,2277.73,
2025-06,3142.0,Office expense incl brokerage exp,2086,
2025-06,3142.0,Packaging,314.36,
2025-06,3142.0,Power & Fuel,6000,
2025-06,3142.0,Printing & Stationery,5370,
2025-06,3142.0,Rent + CAM,35000,
2025-06,3142.0,Staff Welfare,1600,
2025-06,3143.0,Central,2394,
2025-06,3144.0,Central,259.2,
2025-06,3144.0,Finance,3075,
2025-06,3144.0,Housekeeping,6045.24,
2025-06,3144.0,Internet,-126.9,
2025-06,3144.0,Logistic Costs,6923,
2025-06,3144.0,Marketing Expenses,2277.77,
2025-06,3144.0,Office expense incl brokerage exp,465,
2025-06,3144.0,Packaging,3283.44,
2025-06,3144.0,Power & Fuel,19640.99,
2025-06,3144.0,Printing & Stationery,5250,
2025-06,3144.0,Rent + CAM,75796.56,
2025-06,3144.0,Staff Welfare,6100,
2025-06,3145.0,Central,13297.4,
2025-06,3145.0,Finance,2792,
2025-06,3145.0,Housekeeping,2400,
2025-06,3145.0,Internet,2948.2,
2025-06,3145.0,Inventory Shrinkage,451.15,
2025-06,3145.0,Logistic Costs,9562.02,
2025-06,3145.0,Maintenance & Consummables,-1342.5,
2025-06,3145.0,Marketing Expenses,-13600.12,
2025-06,3145.0,Office expense incl brokerage exp,4943,
2025-06,3145.0,Packaging,5757.24,
2025-06,3145.0,Power & Fuel,8000,
2025-06,3145.0,Printing & Stationery,2762,
2025-06,3145.0,Rent + CAM,30000,
2025-06,3145.0,Staff Welfare,4108,
2025-06,3146.0,Central,29365.5,
2025-06,3146.0,Finance,2664,
2025-06,3146.0,Housekeeping,600,
2025-06,3146.0,Internet,2948.2,
2025-06,3146.0,Logistic Costs,13562.02,
2025-06,3146.0,Maintenance & Consummables,4045,
2025-06,3146.0,Marketing Expenses,9054.88,
2025-06,3146.0,Office expense incl brokerage exp,1680,
2025-06,3146.0,Packaging,9087.24,
2025-06,3146.0,Power & Fuel,13410,
2025-06,3146.0,Printing & Stationery,50,
2025-06,3146.0,Rent + CAM,50000,
2025-06,3147.0,Central,8928.2,
2025-06,3147.0,Finance,3281,
2025-06,3147.0,Housekeeping,8987.08,
2025-06,3147.0,Internet,4765.2,
2025-06,3147.0,Inventory Shrinkage,2826.36,
2025-06,3147.0,Logistic Costs,7065,
2025-06,3147.0,Marketing Expenses,13617.31,
2025-06,3147.0,Office expense incl brokerage exp,4768,
2025-06,3147.0,Packaging,4931,
2025-06,3147.0,Power & Fuel,16738,
2025-06,3147.0,Printing & Stationery,5487,
2025-06,3147.0,Rent + CAM,95000,
2025-06,3147.0,Staff Welfare,1720,
2025-06,3148.0,Central,3029.2,
2025-06,3148.0,Finance,1617,
2025-06,3148.0,Housekeeping,1300,
2025-06,3148.0,Internet,3246,
2025-06,3148.0,Inventory Shrinkage,474.24,
2025-06,3148.0,Maintenance & Consummables,17915.5,
2025-06,3148.0,Marketing Expenses,2440.99,
2025-06,3148.0,Office expense incl brokerage exp,700,
2025-06,3148.0,Packaging,957.36,
2025-06,3148.0,Power & Fuel,22267,
2025-06,3148.0,Printing & Stationery,1090,
2025-06,3148.0,Rent + CAM,65000,
2025-06,3149.0,Central,3905.2,
2025-06,3149.0,Finance,1947,
2025-06,3149.0,Housekeeping,1900,
2025-06,3149.0,Internet,3246,
2025-06,3149.0,Inventory Shrinkage,1967.29,
2025-06,3149.0,Logistic Costs,7781.18,
2025-06,3149.0,Maintenance & Consummables,-1538,
2025-06,3149.0,Marketing Expenses,2277.98,
2025-06,3149.0,Office expense incl brokerage exp,700,
2025-06,3149.0,Packaging,1647.36,
2025-06,3149.0,Power & Fuel,6000,
2025-06,3149.0,Printing & Stationery,3997,
2025-06,3149.0,Rent + CAM,50000,
2025-06,3151.0,Central,2915.2,
2025-06,3151.0,Finance,2824,
2025-06,3151.0,Housekeeping,2513,
2025-06,3151.0,Internet,-1851.8,
2025-06,3151.0,Logistic Costs,9562.02,
2025-06,3151.0,Maintenance & Consummables,3620,
2025-06,3151.0,Marketing Expenses,16641.88,
2025-06,3151.0,Office expense incl brokerage exp,4501,
2025-06,3151.0,Packaging,5304,
2025-06,3151.0,Power & Fuel,13546,
2025-06,3151.0,Printing & Stationery,3905.22,
2025-06,3151.0,Rent + CAM,35000,
2025-06,3151.0,Staff Welfare,2470,
2025-06,3152.0,Central,4165.2,
2025-06,3152.0,Finance,2131,
2025-06,3152.0,Housekeeping,3617,
2025-06,3152.0,Internet,3242,
2025-06,3152.0,Inventory Shrinkage,1440.08,
2025-06,3152.0,Logistic Costs,11483.17,
2025-06,3152.0,Maintenance & Consummables,-2800,
2025-06,3152.0,Marketing Expenses,7541.17,
2025-06,3152.0,Office expense incl brokerage exp,25167,
2025-06,3152.0,Packaging,10526.31,
2025-06,3152.0,Power & Fuel,3500,
2025-06,3152.0,Printing & Stationery,-7804,
2025-06,3152.0,Rent + CAM,0,
2025-06,3152.0,Staff Welfare,645,
2025-06,3153.0,Central,1319.2,
2025-06,3153.0,Finance,3910,
2025-06,3153.0,Housekeeping,4100,
2025-06,3153.0,Internet,3323,
2025-06,3153.0,Inventory Shrinkage,1592.28,
2025-06,3153.0,Logistic Costs,11483.17,
2025-06,3153.0,Maintenance & Consummables,-2800,
2025-06,3153.0,Marketing Expenses,15252.98,
2025-06,3153.0,Office expense incl brokerage exp,18804,
2025-06,3153.0,Packaging,13313.81,
2025-06,3153.0,Power & Fuel,10000,
2025-06,3153.0,Printing & Stationery,-950,
2025-06,3153.0,Rent + CAM,69342,
2025-06,3153.0,Staff Welfare,800,
2025-06,3154.0,Central,8816.31,
2025-06,3154.0,Finance,2118,
2025-06,3154.0,Home Delivery Charges,-101,
2025-06,3154.0,Housekeeping,0,
2025-06,3154.0,Internet,2948.1,
2025-06,3154.0,Logistic Costs,9642.85,
2025-06,3154.0,Maintenance & Consummables,-699.5,
2025-06,3154.0,Marketing Expenses,8099.75,
2025-06,3154.0,Office expense incl brokerage exp,36064,
2025-06,3154.0,Packaging,3985.89,
2025-06,3154.0,Power & Fuel,0,
2025-06,3154.0,Printing & Stationery,5263,
2025-06,3154.0,Rent + CAM,70000,
2025-06,3155.0,Central,5935.2,
2025-06,3155.0,Finance,4495,
2025-06,3155.0,Housekeeping,2600,
2025-06,3155.0,Internet,-1777,
2025-06,3155.0,Inventory Shrinkage,1985.93,
2025-06,3155.0,Logistic Costs,11483.17,
2025-06,3155.0,Maintenance & Consummables,-2800,
2025-06,3155.0,Marketing Expenses,18352.3,
2025-06,3155.0,Office expense incl brokerage exp,5264,
2025-06,3155.0,Packaging,7518.81,
2025-06,3155.0,Power & Fuel,10000,
2025-06,3155.0,Printing & Stationery,3929.71,
2025-06,3155.0,Rent + CAM,49000,
2025-06,3155.0,Staff Welfare,1000,
2025-06,3156.0,Central,4699.2,
2025-06,3156.0,Finance,1806,
2025-06,3156.0,Housekeeping,600,
2025-06,3156.0,Internet,-1851.8,
2025-06,3156.0,Inventory Shrinkage,18.75,
2025-06,3156.0,Logistic Costs,9526,
2025-06,3156.0,Maintenance & Consummables,7470,
2025-06,3156.0,Marketing Expenses,16389.47,
2025-06,3156.0,Office expense incl brokerage exp,1680,
2025-06,3156.0,Packaging,4579,
2025-06,3156.0,Power & Fuel,6064,
2025-06,3156.0,Printing & Stationery,1391.93,
2025-06,3156.0,Rent + CAM,28000,
2025-06,3157.0,Central,-3053.8,
2025-06,3157.0,Finance,490,
2025-06,3157.0,Housekeeping,1900,
2025-06,3157.0,Internet,3246,
2025-06,3157.0,Inventory Shrinkage,322.44,
2025-06,3157.0,Logistic Costs,6872,
2025-06,3157.0,Maintenance & Consummables,-362.5,
2025-06,3157.0,Marketing Expenses,4641.3,
2025-06,3157.0,Office expense incl brokerage exp,700,
2025-06,3157.0,Packaging,2455.5,
2025-06,3157.0,Power & Fuel,17221,
2025-06,3157.0,Printing & Stationery,4368.93,
2025-06,3157.0,Rent + CAM,41000,
2025-06,3158.0,Central,1259,
2025-06,3158.0,Finance,1629,
2025-06,3158.0,Internet,4423,
2025-06,3158.0,Inventory Shrinkage,540.53,
2025-06,3158.0,Logistic Costs,15800,
2025-06,3158.0,Maintenance & Consummables,-2800,
2025-06,3158.0,Marketing Expenses,49249,
2025-06,3158.0,Office expense incl brokerage exp,2800,
2025-06,3158.0,Packaging,3459,
2025-06,3158.0,Power & Fuel,2000,
2025-06,3158.0,Printing & Stationery,20147.49,
2025-06,3158.0,Rent + CAM,50000,
2025-06,3159.0,Central,1259.2,
2025-06,3159.0,Finance,2113,
2025-06,3159.0,Housekeeping,600,
2025-06,3159.0,Internet,3362,
2025-06,3159.0,Logistic Costs,19890.23,
2025-06,3159.0,Marketing Expenses,3807.09,
2025-06,3159.0,Packaging,3250,
2025-06,3159.0,Power & Fuel,4164,
2025-06,3159.0,Printing & Stationery,1821.5,
2025-06,3159.0,Rent + CAM,31000,
2025-06,3160.0,Central,1259.2,
2025-06,3160.0,Finance,1155,
2025-06,3160.0,Housekeeping,600,
2025-06,3160.0,Internet,3362,
2025-06,3160.0,Inventory Shrinkage,275.26,
2025-06,3160.0,Marketing Expenses,17089.52,
2025-06,3160.0,Office expense incl brokerage exp,10000,
2025-06,3160.0,Packaging,6491,
2025-06,3160.0,Power & Fuel,2888,
2025-06,3160.0,Printing & Stationery,1142,
2025-06,3160.0,Rent + CAM,20000,
2025-06,3162.0,Central,23975,
2025-06,3162.0,Finance,304,
2025-06,3162.0,Housekeeping,1300,
2025-06,3162.0,Internet,8342.3,
2025-06,3162.0,Inventory Shrinkage,113.61,
2025-06,3162.0,Logistic Costs,7650,
2025-06,3162.0,Maintenance & Consummables,-362.5,
2025-06,3162.0,Marketing Expenses,17620,
2025-06,3162.0,Office expense incl brokerage exp,700,
2025-06,3162.0,Packaging,2613,
2025-06,3162.0,Power & Fuel,6000,
2025-06,3162.0,Printing & Stationery,11650,
2025-06,3162.0,Rent + CAM,31500,
2025-06,3163.0,Central,3748.45,
2025-06,3163.0,Finance,2529,
2025-06,3163.0,Housekeeping,600,
2025-06,3163.0,Internet,-1851.8,
2025-06,3163.0,Logistic Costs,9562.02,
2025-06,3163.0,Maintenance & Consummables,-1680,
2025-06,3163.0,Marketing Expenses,17155.63,
2025-06,3163.0,Office expense incl brokerage exp,25680,
2025-06,3163.0,Packaging,4614,
2025-06,3163.0,Power & Fuel,14980,
2025-06,3163.0,Printing & Stationery,3022.64,
2025-06,3163.0,Rent + CAM,35000,
2025-06,3164.0,Central,0,
2025-06,3164.0,Finance,300,
2025-06,3164.0,Internet,-1777,
2025-06,3164.0,Inventory Shrinkage,95.42,
2025-06,3164.0,Logistic Costs,12000,
2025-06,3164.0,Maintenance & Consummables,-2800,
2025-06,3164.0,Marketing Expenses,40750,
2025-06,3164.0,Office expense incl brokerage exp,2800,
2025-06,3164.0,Packaging,1495,
2025-06,3164.0,Power & Fuel,2000,
2025-06,3164.0,Printing & Stationery,12265.97,
2025-06,3164.0,Rent + CAM,45000,
2025-06,3165.0,Central,0,
2025-06,3165.0,Finance,300,
2025-06,3165.0,Internet,-7580,
2025-06,3165.0,Maintenance & Consummables,-2462.5,
2025-06,3165.0,Office expense incl brokerage exp,2800,
2025-06,3165.0,Power & Fuel,2000,
2025-06,3165.0,Printing & Stationery,1674,
2025-06,3165.0,Rent + CAM,37500,
2025-06,3166.0,Central,8671.2,
2025-06,3166.0,Finance,1423,
2025-06,3166.0,Housekeeping,1900,
2025-06,3166.0,Internet,3219,
2025-06,3166.0,Inventory Shrinkage,676.54,
2025-06,3166.0,Logistic Costs,6872,
2025-06,3166.0,Maintenance & Consummables,29248.4,
2025-06,3166.0,Marketing Expenses,21398.54,
2025-06,3166.0,Office expense incl brokerage exp,700,
2025-06,3166.0,Packaging,2613,
2025-06,3166.0,Power & Fuel,6000,
2025-06,3166.0,Printing & Stationery,-1426.94,
2025-06,3166.0,Rent + CAM,29000,
2025-06,3167.0,Central,50,
2025-06,3167.0,Finance,2680,
2025-06,3167.0,Housekeeping,600,
2025-06,3167.0,Internet,-954,
2025-06,3167.0,Inventory Shrinkage,1034.64,
2025-06,3167.0,Logistic Costs,11483.17,
2025-06,3167.0,Maintenance & Consummables,-2800,
2025-06,3167.0,Marketing Expenses,12953.46,
2025-06,3167.0,Office expense incl brokerage exp,2800,
2025-06,3167.0,Packaging,6614,
2025-06,3167.0,Power & Fuel,2000,
2025-06,3167.0,Printing & Stationery,1058.22,
2025-06,3167.0,Rent + CAM,55000,
2025-06,3168.0,Central,1289,
2025-06,3168.0,Finance,1687,
2025-06,3168.0,Housekeeping,600,
2025-06,3168.0,Internet,1620,
2025-06,3168.0,Inventory Shrinkage,869.76,
2025-06,3168.0,Logistic Costs,12391.5,
2025-06,3168.0,Maintenance & Consummables,-2800,
2025-06,3168.0,Marketing Expenses,55593,
2025-06,3168.0,Office expense incl brokerage exp,2800,
2025-06,3168.0,Packaging,6614,
2025-06,3168.0,Power & Fuel,2530,
2025-06,3168.0,Printing & Stationery,2731.96,
2025-06,3168.0,Rent + CAM,45000,
2025-06,3169.0,Central,3989.2,
2025-06,3169.0,Finance,1954,
2025-06,3169.0,Housekeeping,1900,
2025-06,3169.0,Internet,3246,
2025-06,3169.0,Logistic Costs,8072,
2025-06,3169.0,Maintenance & Consummables,-700,
2025-06,3169.0,Marketing Expenses,4895.5,
2025-06,3169.0,Office expense incl brokerage exp,700,
2025-06,3169.0,Packaging,2613,
2025-06,3169.0,Power & Fuel,6000,
2025-06,3169.0,Printing & Stationery,4234.51,
2025-06,3169.0,Rent + CAM,25000,
2025-06,3170.0,Central,80,
2025-06,3170.0,Finance,4132,
2025-06,3170.0,Housekeeping,3587,
2025-06,3170.0,Internet,1023,
2025-06,3170.0,Inventory Shrinkage,1296.67,
2025-06,3170.0,Logistic Costs,11483.17,
2025-06,3170.0,Maintenance & Consummables,-2800,
2025-06,3170.0,Marketing Expenses,7552.97,
2025-06,3170.0,Office expense incl brokerage exp,26326,
2025-06,3170.0,Packaging,10526.31,
2025-06,3170.0,Power & Fuel,2500,
2025-06,3170.0,Printing & Stationery,-5602.03,
2025-06,3170.0,Rent + CAM,40000,
2025-06,3170.0,Staff Welfare,740,
2025-06,3171.0,Central,2979.2,
2025-06,3171.0,Finance,2444,
2025-06,3171.0,Housekeeping,1715,
2025-06,3171.0,Internet,-1851.8,
2025-06,3171.0,Logistic Costs,9562.02,
2025-06,3171.0,Maintenance & Consummables,-1680,
2025-06,3171.0,Marketing Expenses,16642.26,
2025-06,3171.0,Office expense incl brokerage exp,3449,
2025-06,3171.0,Packaging,4974,
2025-06,3171.0,Power & Fuel,16217,
2025-06,3171.0,Printing & Stationery,3023.38,
2025-06,3171.0,Rent + CAM,33000,
2025-06,3171.0,Staff Welfare,3535,
2025-06,3174.0,Internet,0,
2025-06,3174.0,Power & Fuel,2000,
2025-06,3174.0,Printing & Stationery,1050,
2025-06,3175.0,Central,0,
2025-06,3175.0,Internet,3246,
2025-06,3175.0,Maintenance & Consummables,-2800,
2025-06,3175.0,Office expense incl brokerage exp,2800,
2025-06,3175.0,Power & Fuel,2000,
2025-06,3175.0,Printing & Stationery,2190.64,
2025-06,3175.0,Rent + CAM,30000,
2025-06,3176.0,Finance,371,
2025-06,3176.0,Internet,3242,
2025-06,3176.0,Inventory Shrinkage,114.43,
2025-06,3176.0,Maintenance & Consummables,-2800,
2025-06,3176.0,Marketing Expenses,41998,
2025-06,3176.0,Office expense incl brokerage exp,2800,
2025-06,3176.0,Packaging,3459,
2025-06,3176.0,Power & Fuel,2000,
2025-06,3176.0,Printing & Stationery,17524,
2025-06,3176.0,Rent + CAM,39000,
2025-06,3177.0,Central,23975,
2025-06,3177.0,Finance,919,
2025-06,3177.0,Housekeeping,1300,
2025-06,3177.0,Internet,0,
2025-06,3177.0,Inventory Shrinkage,745.71,
2025-06,3177.0,Logistic Costs,6858,
2025-06,3177.0,Maintenance & Consummables,-700,
2025-06,3177.0,Marketing Expenses,20407,
2025-06,3177.0,Office expense incl brokerage exp,700,
2025-06,3177.0,Packaging,1293,
2025-06,3177.0,Power & Fuel,6411,
2025-06,3177.0,Printing & Stationery,-9660,
2025-06,3177.0,Rent + CAM,44000,
2025-06,3178.0,Finance,300,
2025-06,3178.0,Internet,6119,
2025-06,3178.0,Inventory Shrinkage,1.51,
2025-06,3178.0,Maintenance & Consummables,-2800,
2025-06,3178.0,Office expense incl brokerage exp,2800,
