month,store,expense-category,val-in-rep-cur-,store_id
2025-04,3001.0,Central,2926.87,
2025-04,3001.0,Finance,649,
2025-04,3001.0,Home Delivery Charges,-8786,
2025-04,3001.0,Housekeeping,0,
2025-04,3001.0,Internet,0,
2025-04,3001.0,Logistic Costs,114.34,
2025-04,3001.0,Maintenance & Consummables,301314,
2025-04,3001.0,Marketing Expenses,-10.42,
2025-04,3001.0,Packaging,1195.41,
2025-04,3001.0,Power & Fuel,7144,
2025-04,3001.0,Printing & Stationery,0,
2025-04,3001.0,Rent + CAM,266252.7,
2025-04,3002.0,Central,5882.87,
2025-04,3002.0,Finance,8148,
2025-04,3002.0,Home Delivery Charges,-1905,
2025-04,3002.0,Housekeeping,1600,
2025-04,3002.0,Internet,3978,
2025-04,3002.0,Logistic Costs,10221.34,
2025-04,3002.0,Maintenance & Consummables,10368.5,
2025-04,3002.0,Marketing Expenses,4019.58,
2025-04,3002.0,Office expense incl brokerage exp,770,
2025-04,3002.0,Packaging,3154.41,
2025-04,3002.0,Power & Fuel,18022,
2025-04,3002.0,Printing & Stationery,7895.5,
2025-04,3002.0,Rent + CAM,327055,
2025-04,3003.0,Central,13759.87,
2025-04,3003.0,Finance,6594,
2025-04,3003.0,Home Delivery Charges,344,
2025-04,3003.0,Housekeeping,3400,
2025-04,3003.0,Internet,1098,
2025-04,3003.0,Logistic Costs,10221.34,
2025-04,3003.0,Maintenance & Consummables,4046.5,
2025-04,3003.0,Marketing Expenses,4019.58,
2025-04,3003.0,Office expense incl brokerage exp,1000,
2025-04,3003.0,Packaging,3154.41,
2025-04,3003.0,Power & Fuel,6280.15,
2025-04,3003.0,Printing & Stationery,5781.75,
2025-04,3003.0,Rent + CAM,116216.08,
2025-04,3003.0,Staff Welfare,1520,
2025-04,3004.0,Central,7395.87,
2025-04,3004.0,Finance,6272,
2025-04,3004.0,Home Delivery Charges,-2262,
2025-04,3004.0,Housekeeping,7100,
2025-04,3004.0,Internet,2498,
2025-04,3004.0,Logistic Costs,10221.34,
2025-04,3004.0,Maintenance & Consummables,9070.5,
2025-04,3004.0,Marketing Expenses,4019.58,
2025-04,3004.0,Office expense incl brokerage exp,2226,
2025-04,3004.0,Packaging,3154.41,
2025-04,3004.0,Power & Fuel,14852,
2025-04,3004.0,Printing & Stationery,2000,
2025-04,3004.0,Rent + CAM,158122.5,
2025-04,3004.0,Staff Welfare,2460,
2025-04,3005.0,Central,13408.87,
2025-04,3005.0,Finance,5925,
2025-04,3005.0,Home Delivery Charges,10514,
2025-04,3005.0,Housekeeping,3100,
2025-04,3005.0,Internet,898,
2025-04,3005.0,Logistic Costs,10221.34,
2025-04,3005.0,Maintenance & Consummables,10000.5,
2025-04,3005.0,Marketing Expenses,4019.58,
2025-04,3005.0,Packaging,3154.41,
2025-04,3005.0,Power & Fuel,8507.42,
2025-04,3005.0,Printing & Stationery,5294,
2025-04,3005.0,Rent + CAM,93135.5,
2025-04,3005.0,Staff Welfare,1560,
2025-04,3006.0,Central,7610,
2025-04,3006.0,Finance,5175,
2025-04,3006.0,Housekeeping,6008,
2025-04,3006.0,Internet,3360,
2025-04,3006.0,Logistic Costs,13313.9,
2025-04,3006.0,Maintenance & Consummables,0,
2025-04,3006.0,Marketing Expenses,3976,
2025-04,3006.0,Office expense incl brokerage exp,100,
2025-04,3006.0,Packaging,3050.41,
2025-04,3006.0,Power & Fuel,8095,
2025-04,3006.0,Printing & Stationery,2308,
2025-04,3006.0,Rent + CAM,40792,
2025-04,3006.0,Staff Welfare,5300,
2025-04,3007.0,Central,9642.4,
2025-04,3007.0,Finance,779,
2025-04,3007.0,Housekeeping,2800,
2025-04,3007.0,Internet,3876,
2025-04,3007.0,Logistic Costs,11558,
2025-04,3007.0,Maintenance & Consummables,0,
2025-04,3007.0,Marketing Expenses,16882,
2025-04,3007.0,Office expense incl brokerage exp,7615,
2025-04,3007.0,Packaging,2865.41,
2025-04,3007.0,Power & Fuel,13022,
2025-04,3007.0,Printing & Stationery,2216,
2025-04,3007.0,Rent + CAM,40909,
2025-04,3007.0,Staff Welfare,4500,
2025-04,3007.0,Water,700,
2025-04,3008.0,Central,5909,
2025-04,3008.0,Finance,4997,
2025-04,3008.0,Housekeeping,600,
2025-04,3008.0,Internet,3876,
2025-04,3008.0,Inventory Shrinkage,2169.61,
2025-04,3008.0,Logistic Costs,12175.72,
2025-04,3008.0,Maintenance & Consummables,0,
2025-04,3008.0,Marketing Expenses,3976,
2025-04,3008.0,Packaging,3375.41,
2025-04,3008.0,Power & Fuel,3815,
2025-04,3008.0,Printing & Stationery,2272,
2025-04,3008.0,Rent + CAM,48000,
2025-04,3009.0,Central,14176,
2025-04,3009.0,Finance,6457,
2025-04,3009.0,Housekeeping,600,
2025-04,3009.0,Internet,3876,
2025-04,3009.0,Logistic Costs,12433,
2025-04,3009.0,Maintenance & Consummables,0,
2025-04,3009.0,Marketing Expenses,3976,
2025-04,3009.0,Packaging,3745.41,
2025-04,3009.0,Power & Fuel,15730,
2025-04,3009.0,Printing & Stationery,2803,
2025-04,3009.0,Rent + CAM,55000,
2025-04,3010.0,Central,30912.94,
2025-04,3010.0,Finance,3596,
2025-04,3010.0,Housekeeping,600,
2025-04,3010.0,Internet,1424.21,
2025-04,3010.0,Logistic Costs,8220,
2025-04,3010.0,Maintenance & Consummables,28067.5,
2025-04,3010.0,Marketing Expenses,3554.97,
2025-04,3010.0,Office expense incl brokerage exp,770,
2025-04,3010.0,Packaging,3250,
2025-04,3010.0,Power & Fuel,13323,
2025-04,3010.0,Printing & Stationery,1350,
2025-04,3010.0,Rent + CAM,75250,
2025-04,3010.0,Water,400,
2025-04,3012.0,Finance,234,
2025-04,3012.0,Housekeeping,3400,
2025-04,3012.0,Logistic Costs,1308,
2025-04,3012.0,Maintenance & Consummables,88100,
2025-04,3012.0,Marketing Expenses,62.33,
2025-04,3012.0,Office expense incl brokerage exp,1800,
2025-04,3012.0,Packaging,1027.24,
2025-04,3012.0,Power & Fuel,0,
2025-04,3012.0,Printing & Stationery,0,
2025-04,3012.0,Rent + CAM,124000,
2025-04,3012.0,Staff Welfare,1470,
2025-04,3013.0,Central,1051,
2025-04,3013.0,Finance,0,
2025-04,3013.0,Maintenance & Consummables,44800,
2025-04,3013.0,Packaging,0,
2025-04,3014.0,Central,13376.35,
2025-04,3014.0,Finance,7164,
2025-04,3014.0,Home Delivery Charges,186,
2025-04,3014.0,Housekeeping,2400,
2025-04,3014.0,Inventory Shrinkage,4923.42,
2025-04,3014.0,Logistic Costs,8650,
2025-04,3014.0,Maintenance & Consummables,32533.5,
2025-04,3014.0,Marketing Expenses,3987.11,
2025-04,3014.0,Office expense incl brokerage exp,770,
2025-04,3014.0,Packaging,1195.41,
2025-04,3014.0,Power & Fuel,7346.41,
2025-04,3014.0,Printing & Stationery,11981,
2025-04,3014.0,Rent + CAM,65000,
2025-04,3014.0,Water,32.65,
2025-04,3015.0,Central,21007.4,
2025-04,3015.0,Finance,8475,
2025-04,3015.0,Housekeeping,600,
2025-04,3015.0,Internet,3876,
2025-04,3015.0,Logistic Costs,11558,
2025-04,3015.0,Maintenance & Consummables,0,
2025-04,3015.0,Marketing Expenses,3976,
2025-04,3015.0,Packaging,3540.41,
2025-04,3015.0,Power & Fuel,1000,
2025-04,3015.0,Printing & Stationery,2821,
2025-04,3015.0,Rent + CAM,31972,
2025-04,3015.0,Water,500,
2025-04,3016.0,Central,5743.35,
2025-04,3016.0,Finance,6659,
2025-04,3016.0,Housekeeping,2400,
2025-04,3016.0,Inventory Shrinkage,1915.91,
2025-04,3016.0,Logistic Costs,8650,
2025-04,3016.0,Maintenance & Consummables,11544.5,
2025-04,3016.0,Marketing Expenses,3986.43,
2025-04,3016.0,Packaging,1224.82,
2025-04,3016.0,Power & Fuel,21416.25,
2025-04,3016.0,Printing & Stationery,8778,
2025-04,3016.0,Rent + CAM,116034,
2025-04,3016.0,Water,448.5,
2025-04,3017.0,Central,10292.87,
2025-04,3017.0,Finance,7091,
2025-04,3017.0,Home Delivery Charges,-2576,
2025-04,3017.0,Housekeeping,3600,
2025-04,3017.0,Internet,4890,
2025-04,3017.0,Logistic Costs,10221.34,
2025-04,3017.0,Maintenance & Consummables,4036,
2025-04,3017.0,Marketing Expenses,4019.58,
2025-04,3017.0,Office expense incl brokerage exp,1200,
2025-04,3017.0,Packaging,3154.41,
2025-04,3017.0,Power & Fuel,9656,
2025-04,3017.0,Printing & Stationery,5721.8,
2025-04,3017.0,Rent + CAM,232528,
2025-04,3017.0,Staff Welfare,1700,
2025-04,3018.0,Central,4787.55,
2025-04,3018.0,Finance,4592,
2025-04,3018.0,Home Delivery Charges,1174,
2025-04,3018.0,Housekeeping,2400,
2025-04,3018.0,Inventory Shrinkage,1229.49,
2025-04,3018.0,Logistic Costs,6681.81,
2025-04,3018.0,Maintenance & Consummables,5312.5,
2025-04,3018.0,Marketing Expenses,3986.43,
2025-04,3018.0,Office expense incl brokerage exp,1475,
2025-04,3018.0,Packaging,1195.41,
2025-04,3018.0,Power & Fuel,4096.98,
2025-04,3018.0,Printing & Stationery,4998,
2025-04,3018.0,Rent + CAM,89480.25,
2025-04,3019.0,Central,-6757.45,
2025-04,3019.0,Finance,4798,
2025-04,3019.0,Housekeeping,5220,
2025-04,3019.0,Internet,22206,
2025-04,3019.0,Inventory Shrinkage,1166.02,
2025-04,3019.0,Logistic Costs,8181.81,
2025-04,3019.0,Maintenance & Consummables,6125,
2025-04,3019.0,Marketing Expenses,16298.61,
2025-04,3019.0,Office expense incl brokerage exp,4405,
2025-04,3019.0,Packaging,1195.41,
2025-04,3019.0,Power & Fuel,14221,
2025-04,3019.0,Printing & Stationery,1000,
2025-04,3019.0,Rent + CAM,90000,
2025-04,3019.0,Staff Welfare,1800,
2025-04,3020.0,Central,10280,
2025-04,3020.0,Finance,4710,
2025-04,3020.0,Housekeeping,4700,
2025-04,3020.0,Internet,4276,
2025-04,3020.0,Logistic Costs,11558,
2025-04,3020.0,Maintenance & Consummables,39400,
2025-04,3020.0,Marketing Expenses,3976,
2025-04,3020.0,Office expense incl brokerage exp,2684,
2025-04,3020.0,Packaging,3145.41,
2025-04,3020.0,Power & Fuel,11782,
2025-04,3020.0,Printing & Stationery,2074,
2025-04,3020.0,Rent + CAM,40000,
2025-04,3020.0,Staff Welfare,5467,
2025-04,3022.0,Central,28255.95,
2025-04,3022.0,Finance,7223,
2025-04,3022.0,Housekeeping,600,
2025-04,3022.0,Internet,1098,
2025-04,3022.0,Logistic Costs,13651,
2025-04,3022.0,Maintenance & Consummables,40465.5,
2025-04,3022.0,Marketing Expenses,14692.14,
2025-04,3022.0,Packaging,3250,
2025-04,3022.0,Power & Fuel,18790,
2025-04,3022.0,Printing & Stationery,2700,
2025-04,3022.0,Rent + CAM,100000,
2025-04,3022.0,Water,1121,
2025-04,3023.0,Maintenance & Consummables,-117000,
2025-04,3025.0,Central,2500,
2025-04,3025.0,Finance,6973,
2025-04,3025.0,Housekeeping,3450,
2025-04,3025.0,Inventory Shrinkage,2089.84,
2025-04,3025.0,Logistic Costs,11303,
2025-04,3025.0,Maintenance & Consummables,3500,
2025-04,3025.0,Marketing Expenses,8456.11,
2025-04,3025.0,Office expense incl brokerage exp,2217,
2025-04,3025.0,Packaging,8032.24,
2025-04,3025.0,Power & Fuel,14170,
2025-04,3025.0,Printing & Stationery,4840,
2025-04,3025.0,Rent + CAM,70000,
2025-04,3025.0,Staff Welfare,1240,
2025-04,3026.0,Central,6570.87,
2025-04,3026.0,Finance,5870,
2025-04,3026.0,Home Delivery Charges,487,
2025-04,3026.0,Housekeeping,3600,
2025-04,3026.0,Internet,1098,
2025-04,3026.0,Logistic Costs,10221.34,
2025-04,3026.0,Maintenance & Consummables,4943.5,
2025-04,3026.0,Marketing Expenses,4018.5,
2025-04,3026.0,Packaging,3154.41,
2025-04,3026.0,Power & Fuel,9327,
2025-04,3026.0,Printing & Stationery,1000,
2025-04,3026.0,Rent + CAM,98137,
2025-04,3026.0,Staff Welfare,2620,
2025-04,3027.0,Central,2402.52,
2025-04,3027.0,Maintenance & Consummables,0,
2025-04,3027.0,Packaging,0,
2025-04,3027.0,Rent + CAM,0,
2025-04,3030.0,Central,-6496,
2025-04,3030.0,Finance,4882,
2025-04,3030.0,Housekeeping,600,
2025-04,3030.0,Internet,1143,
2025-04,3030.0,Logistic Costs,11303,
2025-04,3030.0,Maintenance & Consummables,3500,
2025-04,3030.0,Marketing Expenses,3380.43,
2025-04,3030.0,Packaging,7267.24,
2025-04,3030.0,Power & Fuel,18350,
2025-04,3030.0,Printing & Stationery,1000,
2025-04,3030.0,Rent + CAM,27000,
2025-04,3032.0,Central,9669.87,
2025-04,3032.0,Finance,5892,
2025-04,3032.0,Housekeeping,4120,
2025-04,3032.0,Internet,1098,
2025-04,3032.0,Inventory Shrinkage,1336.81,
2025-04,3032.0,Logistic Costs,24750,
2025-04,3032.0,Maintenance & Consummables,5039.5,
2025-04,3032.0,Marketing Expenses,4412.58,
2025-04,3032.0,Office expense incl brokerage exp,1589,
2025-04,3032.0,Packaging,1195.41,
2025-04,3032.0,Power & Fuel,5432,
2025-04,3032.0,Printing & Stationery,1825,
2025-04,3032.0,Rent + CAM,45000,
2025-04,3033.0,Central,7124.55,
2025-04,3033.0,Finance,4143,
2025-04,3033.0,Housekeeping,4400,
2025-04,3033.0,Internet,1098,
2025-04,3033.0,Logistic Costs,8181.81,
2025-04,3033.0,Maintenance & Consummables,4500,
2025-04,3033.0,Marketing Expenses,9925.65,
2025-04,3033.0,Office expense incl brokerage exp,1855,
2025-04,3033.0,Packaging,1195.41,
2025-04,3033.0,Power & Fuel,6828.28,
2025-04,3033.0,Printing & Stationery,2649,
2025-04,3033.0,Rent + CAM,58272.72,
2025-04,3033.0,Staff Welfare,1080,
2025-04,3034.0,Central,10114,
2025-04,3034.0,Finance,5965,
2025-04,3034.0,Housekeeping,600,
2025-04,3034.0,Internet,3647,
2025-04,3034.0,Inventory Shrinkage,2607.1,
2025-04,3034.0,Logistic Costs,11558,
2025-04,3034.0,Maintenance & Consummables,39200,
2025-04,3034.0,Marketing Expenses,3976.68,
2025-04,3034.0,Packaging,3970.41,
2025-04,3034.0,Power & Fuel,31026.5,
2025-04,3034.0,Printing & Stationery,4401,
2025-04,3034.0,Rent + CAM,75000,
2025-04,3034.0,Water,600,
2025-04,3035.0,Central,14279.87,
2025-04,3035.0,Finance,8499,
2025-04,3035.0,Home Delivery Charges,-10862,
2025-04,3035.0,Housekeeping,1600,
2025-04,3035.0,Logistic Costs,10221.34,
2025-04,3035.0,Maintenance & Consummables,9763,
2025-04,3035.0,Marketing Expenses,4019.58,
2025-04,3035.0,Packaging,3154.41,
2025-04,3035.0,Power & Fuel,-2555.54,
2025-04,3035.0,Printing & Stationery,6819,
2025-04,3035.0,Rent + CAM,148232.99,
2025-04,3035.0,Water,700,
2025-04,3037.0,Central,13375.87,
2025-04,3037.0,Finance,6593,
2025-04,3037.0,Home Delivery Charges,-7241,
2025-04,3037.0,Housekeeping,1600,
2025-04,3037.0,Internet,1098,
2025-04,3037.0,Logistic Costs,10221.34,
2025-04,3037.0,Maintenance & Consummables,5231.5,
2025-04,3037.0,Marketing Expenses,4019.58,
2025-04,3037.0,Packaging,3154.41,
2025-04,3037.0,Power & Fuel,2385,
2025-04,3037.0,Printing & Stationery,10065,
2025-04,3037.0,Rent + CAM,100000,
2025-04,3038.0,Central,20198.87,
2025-04,3038.0,Finance,8889,
2025-04,3038.0,Home Delivery Charges,-4195,
2025-04,3038.0,Housekeeping,3480,
2025-04,3038.0,Internet,1098,
2025-04,3038.0,Logistic Costs,10221.34,
2025-04,3038.0,Maintenance & Consummables,3988,
2025-04,3038.0,Marketing Expenses,4019.58,
2025-04,3038.0,Office expense incl brokerage exp,2382,
2025-04,3038.0,Packaging,3154.41,
2025-04,3038.0,Power & Fuel,10000,
2025-04,3038.0,Printing & Stationery,6652,
2025-04,3038.0,Rent + CAM,254240,
2025-04,3038.0,Staff Welfare,1200,
2025-04,3040.0,Central,15228.87,
2025-04,3040.0,Finance,6826,
2025-04,3040.0,Home Delivery Charges,-9599,
2025-04,3040.0,Housekeeping,3900,
2025-04,3040.0,Internet,2498,
2025-04,3040.0,Logistic Costs,10221.34,
2025-04,3040.0,Maintenance & Consummables,5943.5,
2025-04,3040.0,Marketing Expenses,4019.58,
2025-04,3040.0,Office expense incl brokerage exp,1800,
2025-04,3040.0,Packaging,3154.41,
2025-04,3040.0,Power & Fuel,7715,
2025-04,3040.0,Printing & Stationery,6044.5,
2025-04,3040.0,Rent + CAM,96033,
2025-04,3040.0,Staff Welfare,1700,
2025-04,3041.0,Central,17962.02,
2025-04,3041.0,Finance,3212,
2025-04,3041.0,Housekeeping,600,
2025-04,3041.0,Internet,1098,
2025-04,3041.0,Logistic Costs,8220,
2025-04,3041.0,Maintenance & Consummables,4245.5,
2025-04,3041.0,Marketing Expenses,3620.45,
2025-04,3041.0,Packaging,3250,
2025-04,3041.0,Power & Fuel,11350,
2025-04,3041.0,Printing & Stationery,700,
2025-04,3041.0,Rent + CAM,90000,
2025-04,3042.0,Central,-2613,
2025-04,3042.0,Finance,300,
2025-04,3042.0,Internet,-393.74,
2025-04,3042.0,Logistic Costs,8220,
2025-04,3042.0,Maintenance & Consummables,20014.5,
2025-04,3042.0,Packaging,0,
2025-04,3042.0,Power & Fuel,-5000,
2025-04,3042.0,Printing & Stationery,0,
2025-04,3043.0,Central,7957.87,
2025-04,3043.0,Finance,15463,
2025-04,3043.0,Housekeeping,1600,
2025-04,3043.0,Internet,898,
2025-04,3043.0,Logistic Costs,10221.34,
2025-04,3043.0,Maintenance & Consummables,4848.5,
2025-04,3043.0,Marketing Expenses,4019.58,
2025-04,3043.0,Packaging,3154.41,
2025-04,3043.0,Power & Fuel,16642,
2025-04,3043.0,Printing & Stationery,1000,
2025-04,3043.0,Rent + CAM,580267.98,
2025-04,3044.0,Central,12580.87,
2025-04,3044.0,Finance,6080,
2025-04,3044.0,Home Delivery Charges,-3393,
2025-04,3044.0,Housekeeping,6340,
2025-04,3044.0,Internet,898,
2025-04,3044.0,Inventory Shrinkage,14491.15,
2025-04,3044.0,Logistic Costs,10221.34,
2025-04,3044.0,Maintenance & Consummables,10884.5,
2025-04,3044.0,Marketing Expenses,4019.58,
2025-04,3044.0,Packaging,3154.41,
2025-04,3044.0,Power & Fuel,10000,
2025-04,3044.0,Printing & Stationery,18070.75,
2025-04,3044.0,Rent + CAM,130000,
2025-04,3044.0,Staff Welfare,2190,
2025-04,3044.0,Water,600,
2025-04,3045.0,Central,-3661.65,
2025-04,3045.0,Finance,2938,
2025-04,3045.0,Housekeeping,600,
2025-04,3045.0,Internet,891,
2025-04,3045.0,Logistic Costs,33402.95,
2025-04,3045.0,Marketing Expenses,2140.78,
2025-04,3045.0,Packaging,3250,
2025-04,3045.0,Power & Fuel,4500,
2025-04,3045.0,Printing & Stationery,5170,
2025-04,3045.0,Rent + CAM,45000,
2025-04,3046.0,Central,34696.88,
2025-04,3046.0,Finance,2871,
2025-04,3046.0,Housekeeping,600,
2025-04,3046.0,Internet,891,
2025-04,3046.0,Logistic Costs,30827,
2025-04,3046.0,Marketing Expenses,2140.42,
2025-04,3046.0,Packaging,3250,
2025-04,3046.0,Power & Fuel,4500,
2025-04,3046.0,Printing & Stationery,6619.8,
2025-04,3046.0,Rent + CAM,60000,
2025-04,3049.0,Maintenance & Consummables,0,
2025-04,3050.0,Central,2500,
2025-04,3050.0,Finance,4716,
2025-04,3050.0,Housekeeping,2600,
2025-04,3050.0,Internet,1568,
2025-04,3050.0,Logistic Costs,11303,
2025-04,3050.0,Maintenance & Consummables,3500,
2025-04,3050.0,Marketing Expenses,3380.43,
2025-04,3050.0,Office expense incl brokerage exp,2953,
2025-04,3050.0,Packaging,6240,
2025-04,3050.0,Power & Fuel,8499,
2025-04,3050.0,Printing & Stationery,1000,
2025-04,3050.0,Rent + CAM,43000,
2025-04,3050.0,Staff Welfare,1200,
2025-04,3057.0,Central,13028.87,
2025-04,3057.0,Finance,5206,
2025-04,3057.0,Home Delivery Charges,-11706,
2025-04,3057.0,Housekeeping,1600,
2025-04,3057.0,Internet,1098,
2025-04,3057.0,Logistic Costs,10221.34,
2025-04,3057.0,Maintenance & Consummables,5887.5,
2025-04,3057.0,Marketing Expenses,4019.58,
2025-04,3057.0,Packaging,3154.41,
2025-04,3057.0,Power & Fuel,8000,
2025-04,3057.0,Printing & Stationery,5140.95,
2025-04,3057.0,Rent + CAM,45590,
2025-04,3058.0,Central,1345.87,
2025-04,3058.0,Finance,170,
2025-04,3058.0,Home Delivery Charges,-5757,
2025-04,3058.0,Housekeeping,0,
2025-04,3058.0,Internet,-200,
2025-04,3058.0,Logistic Costs,102.34,
2025-04,3058.0,Maintenance & Consummables,812.5,
2025-04,3058.0,Marketing Expenses,-10.42,
2025-04,3058.0,Packaging,1195.41,
2025-04,3058.0,Power & Fuel,6000,
2025-04,3058.0,Printing & Stationery,0,
2025-04,3059.0,Central,15794,
2025-04,3059.0,Finance,0,
2025-04,3059.0,Maintenance & Consummables,-60280,
2025-04,3059.0,Packaging,1195.41,
2025-04,3060.0,Central,8902.55,
2025-04,3060.0,Finance,4719,
2025-04,3060.0,Home Delivery Charges,160,
2025-04,3060.0,Housekeeping,2400,
2025-04,3060.0,Inventory Shrinkage,2256.31,
2025-04,3060.0,Logistic Costs,8650,
2025-04,3060.0,Maintenance & Consummables,8371.5,
2025-04,3060.0,Marketing Expenses,15056.43,
2025-04,3060.0,Office expense incl brokerage exp,1475,
2025-04,3060.0,Packaging,1195.41,
2025-04,3060.0,Power & Fuel,7693,
2025-04,3060.0,Printing & Stationery,7556,
2025-04,3060.0,Rent + CAM,95000,
2025-04,3061.0,Central,19734.99,
2025-04,3061.0,Finance,5445,
2025-04,3061.0,Housekeeping,3700,
2025-04,3061.0,Internet,898,
2025-04,3061.0,Logistic Costs,24750,
2025-04,3061.0,Maintenance & Consummables,5424.5,
2025-04,3061.0,Marketing Expenses,4411.68,
2025-04,3061.0,Office expense incl brokerage exp,320,
2025-04,3061.0,Packaging,1195.41,
2025-04,3061.0,Power & Fuel,2284.38,
2025-04,3061.0,Printing & Stationery,1275,
2025-04,3061.0,Rent + CAM,36169.62,
2025-04,3061.0,Staff Welfare,450,
2025-04,3062.0,Central,7114,
2025-04,3062.0,Finance,13596,
2025-04,3062.0,Housekeeping,600,
2025-04,3062.0,Inventory Shrinkage,4245.23,
2025-04,3062.0,Logistic Costs,11303,
2025-04,3062.0,Maintenance & Consummables,9500,
2025-04,3062.0,Marketing Expenses,3380.6,
2025-04,3062.0,Office expense incl brokerage exp,4081,
2025-04,3062.0,Packaging,19282.24,
2025-04,3062.0,Printing & Stationery,1000,
2025-04,3062.0,Rent + CAM,13517,
2025-04,3062.0,Staff Uniform,2500,
2025-04,3062.0,Staff Welfare,2585,
2025-04,3063.0,Central,5470.87,
2025-04,3063.0,Finance,5849,
2025-04,3063.0,Home Delivery Charges,-564,
2025-04,3063.0,Housekeeping,5900,
2025-04,3063.0,Internet,2392,
2025-04,3063.0,Logistic Costs,10221.34,
2025-04,3063.0,Maintenance & Consummables,5300.5,
2025-04,3063.0,Marketing Expenses,4019.75,
2025-04,3063.0,Packaging,3154.41,
2025-04,3063.0,Power & Fuel,4570,
2025-04,3063.0,Printing & Stationery,6322.6,
2025-04,3063.0,Rent + CAM,275000,
2025-04,3063.0,Staff Welfare,1050,
2025-04,3064.0,Central,3750,
2025-04,3064.0,Finance,5295,
2025-04,3064.0,Housekeeping,3800,
2025-04,3064.0,Internet,1967,
2025-04,3064.0,Logistic Costs,11303,
2025-04,3064.0,Maintenance & Consummables,9996,
2025-04,3064.0,Marketing Expenses,3380.43,
2025-04,3064.0,Office expense incl brokerage exp,3927,
2025-04,3064.0,Packaging,8294.48,
2025-04,3064.0,Power & Fuel,14680,
2025-04,3064.0,Printing & Stationery,1000,
2025-04,3064.0,Rent + CAM,45000,
2025-04,3064.0,Staff Welfare,907,
2025-04,3065.0,Central,6496.35,
2025-04,3065.0,Finance,3680,
2025-04,3065.0,Housekeeping,600,
2025-04,3065.0,Internet,1967,
2025-04,3065.0,Logistic Costs,30864.72,
2025-04,3065.0,Marketing Expenses,2140.78,
2025-04,3065.0,Packaging,3250,
2025-04,3065.0,Power & Fuel,4034,
2025-04,3065.0,Printing & Stationery,6815.8,
2025-04,3065.0,Rent + CAM,55000,
2025-04,3066.0,Central,14314.55,
2025-04,3066.0,Finance,9790,
2025-04,3066.0,Housekeeping,4680,
2025-04,3066.0,Internet,1098,
2025-04,3066.0,Logistic Costs,8181.81,
2025-04,3066.0,Maintenance & Consummables,4500,
2025-04,3066.0,Marketing Expenses,3986.97,
2025-04,3066.0,Office expense incl brokerage exp,1825,
2025-04,3066.0,Packaging,1195.41,
2025-04,3066.0,Power & Fuel,5234.69,
2025-04,3066.0,Printing & Stationery,2769,
2025-04,3066.0,Rent + CAM,75000,
2025-04,3066.0,Staff Welfare,2170,
2025-04,3069.0,Central,1395.35,
2025-04,3069.0,Finance,-453,
2025-04,3069.0,Home Delivery Charges,-190,
2025-04,3069.0,Housekeeping,3100,
2025-04,3069.0,Inventory Shrinkage,583.53,
2025-04,3069.0,Logistic Costs,10221.34,
2025-04,3069.0,Maintenance & Consummables,1004.5,
2025-04,3069.0,Marketing Expenses,4019.26,
2025-04,3069.0,Office expense incl brokerage exp,1301,
2025-04,3069.0,Packaging,3154.41,
2025-04,3069.0,Power & Fuel,2206.06,
2025-04,3069.0,Printing & Stationery,1000,
2025-04,3069.0,Rent + CAM,31208.09,
2025-04,3069.0,Staff Welfare,1360,
2025-04,3070.0,Central,15256.35,
2025-04,3070.0,Finance,3193,
2025-04,3070.0,Home Delivery Charges,-2616,
2025-04,3070.0,Housekeeping,4150,
2025-04,3070.0,Logistic Costs,10221.34,
2025-04,3070.0,Maintenance & Consummables,1306.5,
2025-04,3070.0,Marketing Expenses,4019.26,
2025-04,3070.0,Office expense incl brokerage exp,1200,
2025-04,3070.0,Packaging,3154.41,
2025-04,3070.0,Power & Fuel,2833,
2025-04,3070.0,Printing & Stationery,6758.1,
2025-04,3070.0,Rent + CAM,48560,
2025-04,3070.0,Staff Welfare,1000,
2025-04,3071.0,Central,39076.35,
2025-04,3071.0,Finance,1201,
2025-04,3071.0,Home Delivery Charges,-37200,
2025-04,3071.0,Housekeeping,3100,
2025-04,3071.0,Logistic Costs,10221.34,
2025-04,3071.0,Maintenance & Consummables,956.5,
2025-04,3071.0,Marketing Expenses,4019.26,
2025-04,3071.0,Office expense incl brokerage exp,4272,
2025-04,3071.0,Packaging,3154.41,
2025-04,3071.0,Power & Fuel,3573.73,
2025-04,3071.0,Printing & Stationery,4039.95,
2025-04,3071.0,Rent + CAM,34520.35,
2025-04,3071.0,Staff Welfare,1020,
2025-04,3072.0,Central,12203.35,
2025-04,3072.0,Finance,1460,
2025-04,3072.0,Home Delivery Charges,-11241,
2025-04,3072.0,Housekeeping,3600,
2025-04,3072.0,Logistic Costs,10221.34,
2025-04,3072.0,Maintenance & Consummables,956.5,
2025-04,3072.0,Marketing Expenses,4019.26,
2025-04,3072.0,Office expense incl brokerage exp,2928,
2025-04,3072.0,Packaging,3154.41,
2025-04,3072.0,Power & Fuel,10365,
2025-04,3072.0,Printing & Stationery,2741,
2025-04,3072.0,Rent + CAM,80000,
2025-04,3072.0,Staff Welfare,2040,
2025-04,3072.0,Water,-2400,
2025-04,3073.0,Central,1395.35,
2025-04,3073.0,Finance,558,
2025-04,3073.0,Home Delivery Charges,-3583,
2025-04,3073.0,Housekeeping,3100,
2025-04,3073.0,Logistic Costs,10221.34,
