month,store_id,total_expenses
2025-08,1MG_OPM_01,63040.05
2025-08,1MG_PAI_01,6040
2025-08,1MG_PCN_01,104281.5
2025-08,1MG_PII_01,101807.32
2025-08,1MG_PIP_01,4369.29
2025-08,1MG_PMV_01,78720.23999999999
2025-08,1MG_PNP_01,168099.66999999998
2025-08,1MG_PTN_01,86009.95999999999
2025-08,1MG_RBR_01,111190.59
2025-08,1MG_RCV_01,82488.78
2025-08,1MG_RHC_01,156463.69
2025-08,1MG_RJP_01,83097.23
2025-08,1MG_RKK_01,51122.61
2025-08,1MG_RKN_01,164762.76
2025-08,1MG_RLJ_01,39559.8
2025-08,1MG_RNS_01,122979.16
2025-08,1MG_RPM_01,91392.22
2025-08,1MG_S04_01,181527.72999999998
2025-08,1MG_S07_01,125847.7
2025-08,1MG_S08_01,159941.04
2025-08,1MG_S12_01,145321.76
2025-08,1MG_S16_01,84368.77
2025-08,1MG_S20_01,72864.11
2025-08,1MG_S22_01,188656.22999999998
2025-08,1MG_S37_01,87160.22
2025-08,1MG_S47_01,110630.55
2025-08,1MG_S49_01,89552.59
2025-08,1MG_S72_01,56414.75
2025-08,1MG_S74_01,153023.21
2025-08,1MG_S81_01,120672.02
2025-08,1MG_S95_01,60887.72
2025-08,1MG_SAJ_01,86912.81
2025-08,1MG_SBP_01,67648
2025-08,1MG_SD1_01,66108.29000000001
2025-08,1MG_SDB_01,133515.11
2025-08,1MG_SDM_01,121497.84
2025-08,1MG_SEB_01,96757.56
2025-08,1MG_SGP_01,63569.7
2025-08,1MG_SHB_01,85495.01000000001
2025-08,1MG_SHS_01,208279.44
2025-08,1MG_SNY_01,60116.59
2025-08,1MG_SRB_01,103130.51000000001
2025-08,1MG_STR_01,600
2025-08,1MG_SVN_01,87997.65
2025-08,1MG_SWP_01,56549.71
2025-08,1MG_TNJ_01,132956.53
2025-08,1MG_TNM_01,118020.79
2025-08,1MG_TOT_01,133710.56
2025-08,1MG_TPR_01,130884.33
2025-08,1MG_VCK_01,104638.39
2025-08,1MG_VHN_01,127658.01000000001
2025-08,1MG_VIN_01,89349.36
2025-08,1MG_VK2_01,151532.58000000002
2025-08,1MG_VKG_01,144218.94
2025-08,1MG_VKH_01,300
2025-08,1MG_VKN_01,-8400.31
2025-08,1MG_VPM_01,92307.20999999999
2025-08,1MG_VSN_01,78342.72
2025-08,1MG_WP2_01,63911.369999999995
2025-08,1MG_WRP_01,94147.68
2025-08,NP_CCU_BBR_001,24925
2025-08,NP_CCU_BNG_2,118099.45999999999
2025-08,NP_CCU_CEN_003,65861.93
2025-08,NP_CCU_CPK_004,77753.12
2025-08,NP_CCU_RAB_005,88802.13
2025-08,NP_CCU_TOL_006,107110.48999999999
2025-08,NP_DDN_JAK_050,101313.05
2025-08,NP_DDN_KIS_022,89900.95999999999
2025-08,NP_DDN_VAS_023,115293.19
2025-08,NP_DEL_EPN_25,-75
2025-08,NP_DEL_GTB_006,130947.38
2025-08,NP_DEL_MYV_18,212069.41999999998
2025-08,NP_DEL_PAS_26,137991.34
2025-08,NP_FDB_NIT_047,-374.89
2025-08,NP_FDB_S34_19,0.11
2025-08,NP_FDB_S88_045,93223.73999999999
2025-08,NP_FDB_SAI_044,127627.75
2025-08,NP_GGN_ARC_40,329012.99
2025-08,NP_GGN_CPG_17,314233.99
2025-08,NP_GGN_GAL_32,669366.25
2025-08,NP_GGN_PAL_39,88643.31
2025-08,NP_GGN_QPZ_34,223488.51
2025-08,NP_GGN_ROF_002,461616.17000000004
2025-08,NP_GGN_ROS_005,165996.5
2025-08,NP_GGN_S14_001,-2420.01
2025-08,NP_GGN_S15_35,4544.69
2025-08,NP_GGN_S23_33,207328.68
2025-08,NP_GGN_S31_38,19999.89
2025-08,NP_GGN_S46_046,228040.57
2025-08,NP_GGN_S56_029,343996.28
2025-08,NP_GGN_S69_024,170353.87
2025-08,NP_GGN_S83_004,219053.87
2025-08,NP_GGN_SLK_37,179849.61
2025-08,NP_GGN_VAT_003,169111.57
2025-08,NP_GZB_INP_049,126558.48
2025-08,NP_GZB_RAJ_20,148438.52000000002
2025-08,NP_GZB_VAI_043,119229.18
2025-08,NP_JPR_DGP_009,110155.4
2025-08,NP_JPR_JRN_007,108044.81
2025-08,NP_JPR_MAN_014,-75.34
2025-08,NP_JPR_MVN_048,171423.61
2025-08,NP_JPR_RJP_008,115413.70999999999
2025-08,NP_JPR_SBN_011,82963.68
2025-08,NP_JPR_SIRI_16,102708.45
2025-08,NP_JPR_SMN_010,87517.04000000001
2025-08,NP_NDA_110_41,162251.15
2025-08,NP_NDA_S137_013,176249.77
2025-08,NP_NDA_S16C_15,149409.18
2025-08,NP_NDA_S45_012,129530.7
2025-08,NP_NDA_S62_42,13467.99
2025-08,Not Live,535503.63
